d8:fe:e3:03:5a:31,Moria,32.10253059,35.20730738,699.7521498
14:ae:db:32:52:12,surikat,32.1025333,35.20726399,699.2877605
00:1a:dd:e3:06:e4,afikim-wifi,32.1025298,35.20731989,699.8860445
00:27:19:e3:2d:fe,AUC_51_3,32.1025333,35.20726399,699.2877605
00:25:86:cc:00:f8,AUC_54_R,32.10396304,35.20844384,691.9214773
34:0b:01:19:21:42,afikim-wifi,32.1025333,35.20726399,699.2877605
1c:b9:c4:16:f1:98,Ariel_University,32.10230783,35.2092484,691.3792909
a0:4f:d4:3b:e9:01,Lidor a,32.10252819,35.2073457,700.1622739
14:ae:db:3a:64:05,tanya,32.10252819,35.2073457,700.1622739
10:be:f5:3b:68:2c,Hagar,32.10252819,35.2073457,700.1622739
ec:8c:a2:08:a9:38,Ariel_University,32.10276969,35.20753617,695.1730814
a0:4f:d4:3a:a0:e1,Cellcom-WiFi_0123,32.10252819,35.2073457,700.1622739
00:21:04:4c:2a:a2,Yan,32.10252819,35.2073457,700.1622739
1c:b9:c4:16:f4:7c,Ariel_University,32.10276408,35.20836954,695.7348656
ec:8c:a2:08:94:1c,Ariel_University,32.10328179,35.20876115,705.1487382
1c:b9:c4:96:f1:97,,32.10222152,35.20941876,699.8195939
d0:0f:6d:f1:35:2f,Sveta,32.10251814,35.20734901,698.9056862
b0:48:7a:a1:80:8c,Knoch,32.10251814,35.20734901,698.9056862
10:be:f5:a7:b4:f4,Home,32.10251814,35.20734901,698.9056862
10:be:f5:39:8f:f2,LARISA,32.10251814,35.20734901,698.9056862
00:12:2a:39:2c:3c,netbox-550b,32.10251814,35.20734901,698.9056862
a0:ab:1b:59:55:54,ear,32.10251814,35.20734901,698.9056862
ec:8c:a2:08:94:18,Ariel_University,32.10285563,35.20903208,691.7178917
ec:8c:a2:08:78:cc,Ariel_University,32.103437,35.20878312,712.4280778
1c:b9:c4:16:d2:88,Ariel_University,32.10283572,35.20895631,690.0086389
1c:b9:c4:96:28:f7,,32.10226409,35.20867816,701.3022476
14:ae:db:43:88:35,BEZEQINT-8831,32.10251582,35.20733918,697.9931738
ec:8c:a2:09:03:38,Ariel_University,32.10281447,35.20758105,693.2074096
1c:b9:c4:14:33:c8,Ariel_University,32.10249577,35.20925375,692.0262285
1c:b9:c4:96:f4:77,,32.10282121,35.20819918,693.7210747
ec:8c:a2:88:94:17,,32.10297771,35.20877424,696.0646322
00:8c:54:90:ce:d1,victoria,32.10251744,35.20733873,695.5775666
ec:8c:a2:08:78:c8,Ariel_University,32.10240567,35.20956029,695.0351633
06:ae:db:3a:64:05,BezeqFree,32.10245839,35.20743113,694.8881938
14:ae:db:cb:05:f5,Mama,32.10245839,35.20743113,694.8881938
ec:9b:f3:26:ab:3a,SGH-I337M,32.10290232,35.20841918,698.5520523
1c:b9:c4:14:33:cc,Ariel_University,32.10246768,35.20911403,690.9927205
80:37:73:d7:ab:3a,Hoom_2.4,32.10246378,35.2075634,694.1299433
ec:8c:a2:89:03:37,,32.10309571,35.20769665,691.9218911
14:ae:db:58:0d:6d,__ery,32.10258799,35.20759021,693.1085203
ec:8c:a2:09:03:3c,Ariel_University,32.10310232,35.20769804,691.9064471
1c:b9:c4:16:d2:8c,Ariel_University,32.10308755,35.20878632,698.3366337
00:0e:f4:c1:50:14,vladimir,32.1026346,35.20757686,692.0341048
cc:fa:00:ae:93:46,bezek freeee,32.1026346,35.20757686,692.0341048
ec:8c:a2:08:a9:3c,Ariel_University,32.10294523,35.20767327,691.0835484
1c:b9:c4:16:28:f8,Ariel_University,32.10272856,35.20879537,689.8946903
a4:08:f5:20:72:6a,HOTFiber-3C40,32.10286151,35.2076292,691.1036072
14:ae:db:cf:86:f5,Biren2809,32.10314761,35.20814477,691.7941043
ec:8c:a2:08:77:48,Ariel_University,32.10286151,35.2076292,691.1036072
1c:b9:c4:96:d2:87,,32.1029743,35.20769755,690.9460551
1c:b9:c4:16:f4:78,Ariel_University,32.10249968,35.20913224,695.7584738
ec:8c:a2:09:93:b8,Ariel_University,32.1029743,35.20769755,690.9460551
ec:8c:a2:08:7a:1c,Ariel_University,32.10359968,35.20780581,690.5596426
ec:8c:a2:09:0c:cc,Ariel_University,32.10321892,35.2077604,690.8382412
ec:8c:a2:08:78:3c,Ariel_University,32.10317578,35.20775336,690.8658803
ec:8c:a2:08:a9:2c,Ariel_University,32.10376649,35.2078318,690.3776746
ec:8c:a2:08:a9:28,Ariel_University,32.10336861,35.2077883,690.7184157
ec:8c:a2:88:a9:27,,32.10377986,35.20781816,690.4231966
ec:8c:a2:88:a9:37,,32.10325457,35.20776622,690.8153989
a0:4f:d4:46:a9:e1,richman,32.10325457,35.20776622,690.8153989
ec:8c:a2:26:ae:28,Ariel_University,32.10325457,35.20776622,690.8153989
ec:8c:a2:88:7a:17,,32.10375939,35.2078243,690.4413488
ec:8c:a2:88:78:37,,32.10332339,35.20778663,690.7687922
ec:8c:a2:08:7a:18,Ariel_University,32.10377788,35.2078259,690.4274628
ec:8c:a2:08:78:38,Ariel_University,32.10332339,35.20778663,690.7687922
ec:8c:a2:08:7b:8c,Ariel_University,32.10375766,35.20783742,690.4457621
ec:8c:a2:26:b0:58,Ariel_University,32.10332339,35.20778663,690.7687922
ec:8c:a2:09:86:d8,Ariel_University,32.10332339,35.20778663,690.7687922
ec:8c:a2:89:0c:c7,,32.10342051,35.20780553,690.6874449
ec:8c:a2:88:7b:87,,32.10392178,35.20789537,690.2937519
ec:8c:a2:08:90:cc,Ariel_University,32.10342051,35.20780553,690.6874449
ec:8c:a2:09:0c:c8,Ariel_University,32.10342051,35.20780553,690.6874449
ec:8c:a2:08:90:c8,Ariel_University,32.10360081,35.20781953,690.5542771
00:27:22:f3:bb:86,,32.10375725,35.20784016,690.4441103
ec:8c:a2:09:8c:38,Ariel_University,32.10353355,35.20781292,690.579513
ec:8c:a2:09:8c:3c,Ariel_University,32.10353355,35.20781292,690.579513
00:27:22:f3:bb:3a,,32.10353355,35.20781292,690.579513
ec:8c:a2:89:8c:37,,32.10371441,35.20782636,690.4758806
ec:8c:a2:0a:08:b8,Ariel_University,32.10371441,35.20782636,690.4758806
ec:8c:a2:08:7b:88,Ariel_University,32.10395116,35.20786377,690.3267398
00:25:86:cc:07:b2,KCG_54,32.10410016,35.20842792,703.2732684
84:c9:b2:4a:e7:87,dlink,32.10441405,35.20788087,689.9496965
1c:b9:c4:16:cd:68,Ariel_University,32.10441405,35.20788087,689.9496965
00:1a:dd:f4:f5:c5,Afikim_Wifi,32.10501522,35.20875481,689.4046017
00:1a:dd:f4:f5:c4,,32.10532516,35.20959331,689.1959419
ec:8c:a2:08:92:4c,Ariel_University,32.10461272,35.20792964,689.6670161
ec:8c:a2:08:92:48,Ariel_University,32.10461272,35.20792964,689.6670161
e6:46:da:e4:84:c0,Aviramf phone,32.10473074,35.20808402,689.6319853
f0:b0:52:3e:d6:f8,Ariel_University,32.10473074,35.20808402,689.6319853
00:27:22:f3:e0:83,,32.10473074,35.20808402,689.6319853
ec:8c:a2:26:d2:c8,Ariel_University,32.10459967,35.20914361,690.8712952
1c:b9:c4:16:05:38,Ariel_University,32.10465878,35.20984325,697.9367132
00:1a:2f:7f:6b:70,,32.10570551,35.20993492,688.5734708
b2:6c:ac:a0:7b:4d,magneto,32.10471393,35.20995683,697.7191565
c2:6c:ac:a0:7b:4d,outsense,32.10470661,35.20998005,686.6184651
90:6c:ac:a0:7b:4d,EVE,32.10465689,35.20985696,688.4427578
90:6c:ac:9f:fb:1f,Guest,32.10467114,35.20991855,687.4121552
d0:bf:9c:db:31:30,HP-Print-30-Officejet 7610,32.10463177,35.20979575,698.6581892
1c:b9:c4:16:05:3c,Ariel_University,32.10487378,35.20962217,689.9320803
1c:b9:c4:15:44:58,Ariel_University,32.10497965,35.21062536,712.7007841
a2:6c:ac:9f:fb:27,Neuropplied,32.1048928,35.20928225,690.744435
90:6c:ac:9f:fb:27,Guest,32.10489301,35.20928225,690.7435731
b2:6c:ac:9f:fb:27,iagree,32.10489301,35.20928225,690.7435731
c2:6c:ac:9f:fb:27,shapedo,32.10489301,35.20928225,690.7435731
